"Ad Impressions","Channel Image","Channel Name","Video Name","Content Category","Video Language","Video Format","Video Minutes","Childrens Content","Video Views","Channel Views","Channel Subs","Channel Origin","Video URL","Channel URL"
924,"https://yt3.ggpht.com/e86eCJjrnNGQToVWa1v_CvuW4YeB4SRLuPbtG_ieYJqSArQHHDUaLfmvmtEQgVxR4RQAGXCU=s88-c-k-c0x00ffffff-no-rj","The Anazala Family ","We Lived with the World's Strictest Mom for 24 Hours!","Entertainment","English","Long Form",26,0,"9483469","1473878794","8630000","US","https://www.youtube.com/watch?v=HLCxG4gemXQ","https://www.youtube.com/channel/UC5Hi0UkephOloKgZKLM9e-w"
900,"https://yt3.ggpht.com/_OFZ0My3yCnzPCKY9YFrezqLzA4Ekyh706Uetn1flSUN9FwelOAJtOULQzwJgo3bbisKOxmOVvE=s88-c-k-c0x00ffffff-no-rj","Zack D. Films","How Long Are Your Blood Vessels? 🤔","Travel & Events","English","Short Reel",1,0,"131583267","22433353151","16200000",NA,"https://www.youtube.com/watch?v=c5G_25dhoeU","https://www.youtube.com/channel/UCvz84_Q0BbvZThy75mbd-Dg"
895,"https://yt3.ggpht.com/ytc/AIdro_mAnAfNspFVbkVqJbwm01j37EKYWylMyl-APbNt_UIbBsI=s88-c-k-c0x00ffffff-no-rj","Jeremy Hutchins","I Exposed the World's Most EVIL Teachers!","Entertainment","English","Long Form",28,0,"7864679","1805901898","9590000",NA,"https://www.youtube.com/watch?v=pM42sKp6f8A","https://www.youtube.com/channel/UC6xSN0oY2I9U_9xTo2RjE7g"
889,"https://yt3.ggpht.com/bnXkBkt1RvZg4uaS5s0v1yaL7iXTy8MT2j9-KtabTOLMPwisQmwODqZckNpoo9FFMwJdVhQcRtc=s88-c-k-c0x00ffffff-no-rj","Fit Dood","The coolest axes ever (@jacobwitzling)","Sports","English","Short Reel",1,0,"65242979","504346861","372000","US","https://www.youtube.com/watch?v=1oBdqdYSXV4","https://www.youtube.com/channel/UCuMQWUoMJlK7tq3nDun_kyQ"
889,"https://yt3.ggpht.com/fxGKYucJAVme-Yz4fsdCroCFCrANWqw0ql4GYuvx8Uq4l_euNJHgE-w9MTkLQA805vWCi-kE0g=s88-c-k-c0x00ffffff-no-rj","MrBeast","7 Days Stranded On An Island","Entertainment","English","Long Form",22,0,"243597295","62063607865","325000000","US","https://www.youtube.com/watch?v=erLbbextvlY","https://www.youtube.com/channel/UCX6OQ3DkcsbYNE6H8uQQuVA"
857,"https://yt3.ggpht.com/Yxvus5PSvCa2WXrchCax11Dg_1HWOqlsyTQKpNvibipOO4e9FIGsKbnT4Pj7DzUXO4sqjjxcQaM=s88-c-k-c0x00ffffff-no-rj","Ryan Trahan","I Tested 1-Star Hotels (again)","Entertainment","English","Long Form",30,0,"27439263","3889543440","17500000","US","https://www.youtube.com/watch?v=8Tt5hh7gVVw","https://www.youtube.com/channel/UCnmGIkw-KdI0W5siakKPKog"
838,"https://yt3.ggpht.com/ytc/AIdro_nH1mxojlKQkirbEa2ZxgOGEQ7UX_T0RYJe3UPGhTDQDg=s88-c-k-c0x00ffffff-no-rj","Odyssey - Ancient History Documentaries","The Complete History Of The Roman Empire In 4 Hours | Empire Without Limit (Full Series)","Education","English","Long Form",233,0,"10973768","171951940","851000",NA,"https://www.youtube.com/watch?v=P3IIRiSTc3g","https://www.youtube.com/channel/UCV-yCAXMS-nWrHtORuDfSuQ"
838,"https://yt3.ggpht.com/wCtvBInXsLyE6MfmmP19RD7wLbYyoP6-kcUcH8gzP4m8L5LZbE30lYbRDi_KQjwd4Uaup6QT0hA=s88-c-k-c0x00ffffff-no-rj","Lifeder En","UNREAL PLANET | Places That Don't Seem Real","People & Blogs","English","Long Form",162,0,"24015702","98284173","316000","US","https://www.youtube.com/watch?v=ovQ3tJsZ1RU","https://www.youtube.com/channel/UC-SuHonAEkrikvs2oj7LLXg"
826,"https://yt3.ggpht.com/Rw-jWjNaz79_QlzhmTtHnIOtWKq2AFmS263pBTjgLplkOoPjndOwj3nZuyFnN72fOYiqApc0Rg=s88-c-k-c0x00ffffff-no-rj","Chronicle - Medieval History Documentaries","The Rise And Fall Of The Vikings In Four Hours | The Vikings | Complete Series","People & Blogs","English","Long Form",222,0,"8268632","123100028","664000",NA,"https://www.youtube.com/watch?v=DgKycy23AZs","https://www.youtube.com/channel/UCOk2CgtW_euf-9w34fnYQnA"
823,"https://yt3.ggpht.com/ytc/AIdro_lEzdEZKRk-uOqV77DVnavKzNLr5g2bVH7zoUoJgvfnVQ=s88-c-k-c0x00ffffff-no-rj","Aetos 68","♫ 5 Ωρες Non Stop special!! 💓🎵 Αποκλειστικά για μερακλήδες! 🍺 Στην υγειά μας κ Όλοι οι καλοί χωράνε.","Music","No Language Detected","Long Form",311,0,"4526908","718947714","547000","GR","https://www.youtube.com/watch?v=gUeMZez8GzU","https://www.youtube.com/channel/UCkH0VIeYcSZvKDLmcycw4Kw"
801,"https://yt3.ggpht.com/mwJISaK3ybLTlv4Lp0kiqA0D_ZABsCtknjyNJir_58dFFSgoCuBnFWZnAnertcyOe01GKokV=s88-c-k-c0x00ffffff-no-rj","Top Talent","EMOTIONAL Auditions That Made Judges CRY!","Entertainment","English","Long Form",119,0,"5796145","1675536327","5820000","US","https://www.youtube.com/watch?v=uDunVfawThs","https://www.youtube.com/channel/UCD2GdZBCsUa0TIssLai6Skw"
793,"https://yt3.ggpht.com/syb-WZBD021KA4tW54v2XFIzTVzHVoXTy_FPYRt1ymcXr6xeddlmPMW3MR9p2bGTb8Omtd9M=s88-c-k-c0x00ffffff-no-rj","Smart Agricultural Equipment","Remote control lawn mower, weed removal tool, lawn mower, lawn mower, weed removal","People & Blogs","English","Short Reel",0.3,0,"183397165","940920165","1550000","US","https://www.youtube.com/watch?v=WvTiRtVCdRA","https://www.youtube.com/channel/UC9HMNn0WUUdfx5mJ7eVx_-Q"
784,"https://yt3.ggpht.com/5ozNNrQBUJY8TPt2BYo6fEL-07ilkWHVedWCGFjtvuHU0aYrg1Iop-LJvprodA1_9-MTv7G_YA=s88-c-k-c0x00ffffff-no-rj","Zee Music Company","Joram | Manoj Bajpayee, Zeeshan Ayyub & Smita Tambe | World Premiere | Hindi Full Movie","Film & Animation","Hindi","Long Form",114,0,"3781544","70645377932","111000000","IN","https://www.youtube.com/watch?v=tqgdlTbVSoE","https://www.youtube.com/channel/UCFFbwnve3yF62-tVXkTyHqg"
781,"https://yt3.ggpht.com/ytc/AIdro_ngBpC--okxNKuiRH7VJYTl4a6uSicOAMFxkP07knjmn20=s88-c-k-c0x00ffffff-no-rj","Fagun Audio Vision","Ityadi - ইত্যাদি | Hanif Sanket | Eid-ul-fitr episode 2024","Entertainment","Bengali","Long Form",76,0,"14479749","1140567429","4500000","BD","https://www.youtube.com/watch?v=3Mjg6KfLOgE","https://www.youtube.com/channel/UCYvb2whhiunbP_MXU0Gt5mg"
775,"https://yt3.ggpht.com/Wwk83u_U_Sk4guVLKRa9CvdlncUm3a-cr7KVr-UdH-Kx9av3SVBk5Ge7s5iVPwqCcpC0MS-xwJ0=s88-c-k-c0x00ffffff-no-rj","Dying Voice Dude","They had us in the first half (TT/@zander1208)","Science & Technology","English","Short Reel",0.3,0,"21421272","1929062988","1720000","US","https://www.youtube.com/watch?v=HMEwlztFFzg","https://www.youtube.com/channel/UCB6ApdlKLwbdLCxU_2Y5Peg"
762,"https://yt3.ggpht.com/ytc/AIdro_mANwPb1fC0GLHZwa1QUFe8bH2nqLyhTIoBzBsljiaWO2U=s88-c-k-c0x00ffffff-no-rj","Shonduras","ENCANTO FAMiLY in real life!!  Adley Niko & Navey trick or treat our whole neighborhood in costume!","Entertainment","English","Long Form",80,0,"9579896","5073230293","4810000","US","https://www.youtube.com/watch?v=1xM8MCTZHVU","https://www.youtube.com/channel/UCoK5NOxkZBLfI_5eqf8Es4Q"
762,"https://yt3.ggpht.com/ytc/AIdro_n_b7vDSeCoqsB-aixxfinRPn_sq5mutWwy8k2Cgs6E1g=s88-c-k-c0x00ffffff-no-rj","Roger Osborne","How to Use the Tide to Your Advantage! SEVEN SPECIES LANDED🐟!","Sports","English","Long Form",51,0,"33029","13654781","93400","AU","https://www.youtube.com/watch?v=gKyHhS549V4","https://www.youtube.com/channel/UCCk0li23o-sDd3AWCCmv1tg"
756,"https://yt3.ggpht.com/HNJAO-FsCFFwIzHu4PsiVoxaR--w2Z0gpsnks5U_uGfCWCp8EpEFahinoNRfP13J3baCGAavDw=s88-c-k-c0x00ffffff-no-rj","Lava Blades ","Making a Glass Spearhead","People & Blogs","English","Short Reel",1,0,"70883604","783741577","2070000",NA,"https://www.youtube.com/watch?v=Z_NuOxK_xrU","https://www.youtube.com/channel/UCBn0pEwTkO-Loip6t0rYP9g"
756,NA,NA,"0","0","No Language Detected","Short Reel",0.3,0,"0",NA,NA,NA,"https://www.youtube.com/watch?v=0","https://www.youtube.com/channel/0"
752,"https://yt3.ggpht.com/87ozvvbi-IXj66OTE1uTW2rgQVbnaiGb3YGqufIgxppgOJZTK2NJWIRklz-NjfO9w-DmQO3u=s88-c-k-c0x00ffffff-no-rj","Unspeakable Studios","I Survived 1,000 Miles In 2 Story Bus - EXTENDED","People & Blogs","English","Long Form",58,0,"6457071","642800758","3070000","US","https://www.youtube.com/watch?v=Fibq4aA-GVc","https://www.youtube.com/channel/UCet_y01v87pE7MPGikjTQQw"
749,"https://yt3.ggpht.com/4bd4uTnsLgMv5x1eRrEfh8bu_7Wf45rkrbsteMs06f2r4SEj0smqML32Ub3pHihsgnk_hWSv=s88-c-k-c0x00ffffff-no-rj","The Royalty Family","Dad builds a SECRET Room to HIDE From Son","People & Blogs","English","Long Form",27,0,"15652302","8925747483","26800000","US","https://www.youtube.com/watch?v=PLcnvlbzc-I","https://www.youtube.com/channel/UCja7QUMRG9AD8X2F_vXFb9A"
748,"https://yt3.ggpht.com/Iay1q8fZVnWRDmdK0_4RmAHog3puJ5_Hajxi-GfOR-qFS6YlX5z3a6sraj-xTzes88MWEVc5z4Q=s88-c-k-c0x00ffffff-no-rj","Sports Today","Wasim Jaffer's hilarious reaction after England's back-to-back losses against India | Sports Today","Sports","English","Short Reel",0.3,0,"75743443","377283677","528000","IN","https://www.youtube.com/watch?v=ctRK_2IGKWY","https://www.youtube.com/channel/UCZbNi5DqBvaOZygMl8HfjDQ"
746,"https://yt3.ggpht.com/KZevqGQ3EYjWNrQU_B5xo37WiNjyOcYGJmyIKdMX1e5A7IcXRLGTTbglbLfnJu-L7x0E74DTbA=s88-c-k-c0x00ffffff-no-rj","Croton MEGA HIT 克頓傳媒 史詩傑作","【承欢记】第2集 | 杨紫、许凯主演 | Best Choice Ever EP2 | Starring: Yang Zi, Xu Kai | ENG SUB","Entertainment","Chinese","Long Form",45,0,"962535","2277795632","2600000","CN","https://www.youtube.com/watch?v=QyDG9TRGMw4","https://www.youtube.com/channel/UCPIRD4yr1hlAEovBCSNlAKg"
739,"https://yt3.ggpht.com/RLbgv-A-dz4c0KXDxVO55ItBVUQo3_kmDjXfJeOv3jxWwQ5D8GtStpKHtloY8DfxBK52PeyF=s88-c-k-c0x00ffffff-no-rj","QuickHow","Sonic Boom With a Whip #shorts","Howto & Style","English","Short Reel",0.3,0,"45377168","117338994","133000","GB","https://www.youtube.com/watch?v=b2DwmR2QDS0","https://www.youtube.com/channel/UCN3zJyEDIU3cXEqwRb49jyg"
729,"https://yt3.ggpht.com/7_PlUZ2YqiAop3GT02l7PEMpnHUqwqzyf48pefu64UNQLmwdEhUEJqaMHb1AcZrMus6_nK1O=s88-c-k-c0x00ffffff-no-rj","JStu","MICRO JEEP OVERNIGHT SURVIVAL CHALLENGE!","Entertainment","English","Long Form",38,0,"1963013","2527834751","8220000","US","https://www.youtube.com/watch?v=nsUYjUE_aec","https://www.youtube.com/channel/UCZpRTwgtk1H0cUAWrHZ1gzg"
728,"https://yt3.ggpht.com/BODEbY7MFXuxbr1rx-zf5WKR4CmzJmzU37Hih3N-U-h3pTG7Zdn5xW4Mowp6XsXIQqm5moJSTg=s88-c-k-c0x00ffffff-no-rj","Familia Diamond","We Found Out Who TOOK Our MISSING Puppy March Pom!?? *LEADS* full movie","People & Blogs","English","Long Form",78,0,"1468451","3660687264","10500000",NA,"https://www.youtube.com/watch?v=Bf7pxgS9KN0","https://www.youtube.com/channel/UC5ZOSZ-Bpass2ZkJY9q9ISg"
725,NA,NA,"0","0","No Language Detected","Short Reel",0.3,0,"0",NA,NA,NA,"https://www.youtube.com/watch?v=0","https://www.youtube.com/channel/0"
725,"https://yt3.ggpht.com/a53xGor1QZek8L37Gbx0s9TTsM2Ng0FIHjSznGA1hx9UsHB5GeOUs6dXly_pu3kVwCmjJuZ0vA=s88-c-k-c0x00ffffff-no-rj","Yabani","Yabani 29. Bölüm","Entertainment","Turkish","Long Form",143,0,"4858930","621771807","1150000","TR","https://www.youtube.com/watch?v=n2kOhxPNPkg","https://www.youtube.com/channel/UC642B6OXEfPDP4F9Z_J0CCA"
723,"https://yt3.ggpht.com/0qMsuK7wKlm3NOZHJiGcF3nSfHMeHIxfNMMqQaANhWTwGvAQiqqQBA3z0iJQwYHDNpzXu9aL7H8=s88-c-k-c0x00ffffff-no-rj","DnD_Eng","Burning Cottonwood Fluff #shorts","People & Blogs","English","Short Reel",1,0,"69406167","1951827047","959000",NA,"https://www.youtube.com/watch?v=5fgJfsc4UYo","https://www.youtube.com/channel/UC9gL7rdk8tB6qzNuVNasgkQ"
722,"https://yt3.ggpht.com/a1Qli7ktYLTCkPVUXNqoQGuB3CxdjmQGPxGvJmEJPO_y7tnW8qhOyLcem2xdkooszxU4ZohZDQ=s88-c-k-c0x00ffffff-no-rj","Timmy Turtle","30 Year Old Aluminium Boat Restoration and Custom Build!","Entertainment","English","Long Form",87,0,"126079","17594929","97900","AU","https://www.youtube.com/watch?v=KtXHeygQ__M","https://www.youtube.com/channel/UCeeFgz9QforYs5vjgwcHCLg"
720,"https://yt3.ggpht.com/ytc/AIdro_k9_aTwg3TCX0i-cBuVM5k3xgawXt2chVpAYC8SAG5OXA=s88-c-k-c0x00ffffff-no-rj","Cutting Edge Engineering Australia","Restoring BIG Excavator Arm & Bucket! | PART 1 | Facing with WS2 Plus Line borer","Science & Technology","English","Long Form",36,0,"1244318","250523026","826000","AU","https://www.youtube.com/watch?v=21hB0GlNhIc","https://www.youtube.com/channel/UC2wdo5vU7bPBNzyC2nnwmNQ"
720,"https://yt3.ggpht.com/eEbhy1AgLzaYrzK-PRT9ty4qKxD81qeZ2MiQpztOFUUFmB0533LZLpolZUvLYrksxncL5aHO_Q=s88-c-k-c0x00ffffff-no-rj","Dr. Holden Stanfill","Little Guy Takes On Adjustment! #neckpain #headaches #chiropractor #backpain","Entertainment","English","Short Reel",1,0,"105995762","501378448","968000",NA,"https://www.youtube.com/watch?v=61TVUoiYg-A","https://www.youtube.com/channel/UCTjKenSBLRiZvrjZ4L_yVMA"
715,"https://yt3.ggpht.com/lGdaynlzd7YaBYQhPmw0rGFLP4ch6HT7phgCkF6XYbzBq13-aeMRja9P99UxgTqb_uw9Fbph=s88-c-k-c0x00ffffff-no-rj","Amelias 15 Persian cats ","This made my day ❤️❤️❤️❤️#shorts #positivevibes","People & Blogs","English","Short Reel",1,0,"31337509","32537683","41900",NA,"https://www.youtube.com/watch?v=j3f0TcXLh8U","https://www.youtube.com/channel/UC6TS5OnPpgkUeHJOYoFbk0A"
713,"https://yt3.ggpht.com/_OFZ0My3yCnzPCKY9YFrezqLzA4Ekyh706Uetn1flSUN9FwelOAJtOULQzwJgo3bbisKOxmOVvE=s88-c-k-c0x00ffffff-no-rj","Zack D. Films","Saws That Stop For Fingers 😱 (How?)","Travel & Events","English","Short Reel",1,0,"95284341","22433353151","16200000",NA,"https://www.youtube.com/watch?v=gSMWeA5PchM","https://www.youtube.com/channel/UCvz84_Q0BbvZThy75mbd-Dg"
713,"https://yt3.ggpht.com/F3qPpq3c9J5_CkE0Ye3P2JDde1a9xQ2XH1de3gH8vqrE5VP8HtU6PiNUThSZ8TuEV7cM8Zo6Rg=s88-c-k-c0x00ffffff-no-rj","POWERNATION 2","Full Build: Turning A '73 Split-Bumper Chevy Camaro Into A Triple Threat","Autos & Vehicles","English","Long Form",149,0,"785729","83491886","301000",NA,"https://www.youtube.com/watch?v=hFuqBpRHVb4","https://www.youtube.com/channel/UCMCtR3gKG9ER234olwlhvng"
711,"https://yt3.ggpht.com/0qMsuK7wKlm3NOZHJiGcF3nSfHMeHIxfNMMqQaANhWTwGvAQiqqQBA3z0iJQwYHDNpzXu9aL7H8=s88-c-k-c0x00ffffff-no-rj","DnD_Eng","Ultra High Voltage Ion Detection #shorts","Science & Technology","English","Short Reel",0.3,0,"22468523","1951827047","959000",NA,"https://www.youtube.com/watch?v=WKTDs211pVs","https://www.youtube.com/channel/UC9gL7rdk8tB6qzNuVNasgkQ"
710,"https://yt3.ggpht.com/F3cbcETMN55xOq8NmKJ71bAcOXVft9Di2WBNhRxGmt7hZlV_K3Vbws6Xx8gSycIs9GUF4esc=s88-c-k-c0x00ffffff-no-rj","TPM - Top Persian Movies","فیلم کمدی و خنده دار ویلای ساحلی با بازی رضا عطاران، پژمان جمشیدی - Villaye Saheli Comedy Film","Film & Animation","Farsi","Long Form",94,0,"1280025","322246838","396000","DE","https://www.youtube.com/watch?v=Pjk7B-dkhss","https://www.youtube.com/channel/UCxelJIiHJoGR270g8FqtfJA"
701,"https://yt3.ggpht.com/kqRKwfzKfn3NvPjXNa9sgAI_byr_0NuqpeYKaatnyk2Wo_KPs-iRSAT624wESTzpa3K3CEX7=s88-c-k-c0x00ffffff-no-rj","O Calheiro","proteção contra infiltração em muro! 😱","People & Blogs","No Language Detected","Short Reel",1,0,"150824366","316020085","506000","BR","https://www.youtube.com/watch?v=O_Q8ZlnLcNY","https://www.youtube.com/channel/UC_0URsx8Fjjp0fUV91_Dxbw"
698,"https://yt3.ggpht.com/tMoSqpu1PfUslqO6zy27DxzlEdu25uxYRVOLM7lgIHkxu_LavXePt6_ThudkJlngUH3WWUEirg=s88-c-k-c0x00ffffff-no-rj","Ty Davis ","When the love is real we crash out together 👩‍❤️‍👨.   Like and subscribe !!! Turn notifications on","People & Blogs","No Language Detected","Short Reel",0.3,0,"112268977","112738786","152000",NA,"https://www.youtube.com/watch?v=pCfMEnV9Qko","https://www.youtube.com/channel/UCOlkAWuVfCBSHdGyqxRcXTw"
693,"https://yt3.ggpht.com/ytc/AIdro_ns-EzabNBTR1qHtrtBST98z6RSAEijSQh2bRqKyKTQZVuO=s88-c-k-c0x00ffffff-no-rj","NEN FAM","i BUiLT A SECRET HAiR SALON TO HiDE FROM MY LiTTLE SiSTERS! 🫧🎀","Film & Animation","English","Long Form",34,0,"2627824","1091677841","2050000","US","https://www.youtube.com/watch?v=A2EJM7tv12g","https://www.youtube.com/channel/UCoN7jbN54AaJXj7TcFZikCw"
691,"https://yt3.ggpht.com/e86eCJjrnNGQToVWa1v_CvuW4YeB4SRLuPbtG_ieYJqSArQHHDUaLfmvmtEQgVxR4RQAGXCU=s88-c-k-c0x00ffffff-no-rj","The Anazala Family ","Transforming My Daughter into a Scientist!","Entertainment","English","Long Form",25,0,"4746343","1473878794","8630000","US","https://www.youtube.com/watch?v=xAgEb3GX5e0","https://www.youtube.com/channel/UC5Hi0UkephOloKgZKLM9e-w"
689,"https://yt3.ggpht.com/rMrMVA_U1_O7O_BNajN-IowW1b50sb6BYF0AHdaZaj1coG-axQvTAHiNSN1tRedLfzqfV-of=s88-c-k-c0x00ffffff-no-rj","Lost Lakes","22-Day / 400km+ Wilderness Camping Trip on Notorious Lake Nipigon","Travel & Events","English","Long Form",231,0,"7590120","71752290","317000","CA","https://www.youtube.com/watch?v=S0SUhazwmgc","https://www.youtube.com/channel/UC6k05MGcGTTWZY6NS3kDFEg"
682,"https://yt3.ggpht.com/8vECu18qqrqG3joDoBMK-j6GkIGIIOdhrp_4yOVgvMQousZZBL_7QNOy1NjdqtSBusOVGjjt=s88-c-k-c0x00ffffff-no-rj","Barbud Music","Jashn Eid 2024 - Barbud Music Eid Special Show | جشن عید - ویژه برنامه عید سعید فطر باربد میوزیک","Music","English","Long Form",156,0,"594683","784017406","1170000","AE","https://www.youtube.com/watch?v=41MjBjQH5gg","https://www.youtube.com/channel/UC52r8QwD9YwZeuxjizFLGqw"
681,"https://yt3.ggpht.com/Th-fow7OUD79n9zylGs3JF9Y4wUqCuRVgW0cIaMVkhffvm3P6fjEeJkKA_AQIydh9gFfJKyiPQ=s88-c-k-c0x00ffffff-no-rj","Üç Kız Kardeş","Üç Kız Kardeş 81. Bölüm - Full Bölüm","People & Blogs","Turkish","Long Form",144,0,"821364","839214474","927000","TR","https://www.youtube.com/watch?v=JDoTcTURYsg","https://www.youtube.com/channel/UCcqrjI4zmEO4VmZkd8m-rgQ"
